#Tail	Head	PosReg	NegReg	ID
pid_92192	pid_91978	pid_92199	None	pid_92191
pid_21915;pid_28424	pid_28540	None	None	pid_28539
pid_7375;pid_7850	pid_7853	None	None	pid_7849
None	pid_59685	None	pid_59577	pid_059687
None	pid_50542	pid_77628	None	pid_77626
None	pid_5603	None	pid_122391	pid_0122390
pid_57763;pid_57852	pid_57855	None	None	pid_57851
pid_29342;pid_50806	pid_50812	None	None	pid_50805
pid_142379	pid_142259	pid_141984;pid_84221	None	pid_142378
pid_24768	pid_70827	pid_60131	None	pid_76938
pid_48179	pid_48187	pid_48194	None	pid_48178
pid_40364	pid_14271	pid_40369	pid_40381	pid_40363
None	pid_110734	pid_98028	None	pid_110733
pid_147979;pid_163498	pid_163501	None	None	pid_163497
pid_153078;pid_153083	pid_153086	None	None	pid_153077
pid_25011;pid_3114	pid_24893;pid_3119	pid_3251	None	pid_110739
pid_91139	pid_92897	pid_92954;pid_92999	None	pid_92994
pid_118756	pid_118447	pid_118405	None	pid_118755
pid_9705	pid_9333	pid_9116	None	pid_9704
None	pid_7467	pid_7375	None	pid_7466
pid_122845	pid_122890	pid_123001	pid_123041	pid_123059
pid_3114;pid_33965	pid_3119;pid_33615;pid_33703	pid_33510	None	pid_33964
None	pid_5259	pid_5042	None	pid_05261
pid_129784;pid_60096	pid_167003	None	None	pid_167002
pid_167556	pid_167561;pid_167567	pid_167516	None	pid_167555
pid_12788;pid_12868	pid_93025	None	None	pid_93024
None	pid_74638	pid_74504	None	pid_74637
pid_70573;pid_70577	pid_70578;pid_70583	pid_70592	None	pid_70572
pid_163664;pid_163978	pid_163684	None	None	pid_164203
pid_90221	pid_90224	pid_89906	None	pid_90220
None	pid_16880	pid_109534	None	pid_0109533
pid_9348	pid_97662;pid_97665	pid_77640	None	pid_98207
pid_40369;pid_47609;pid_47625	pid_47609;pid_48019	None	None	pid_48018
pid_60115;pid_99433	pid_99436	None	None	pid_99432
pid_146182	pid_146369	None	None	pid_146368
None	pid_84076	pid_84079	None	pid_084078
pid_172805	pid_172806	pid_172430	pid_172721	pid_172804
pid_9163	pid_3125;pid_9157	pid_31937;pid_8546;pid_31943	None	pid_31932
pid_131965;pid_132115;pid_3114	pid_131965;pid_132121;pid_3119;pid_33703	None	None	pid_132114
pid_16061	pid_142476	pid_141969;pid_103287	None	pid_142475
None	pid_28406	pid_12228	None	pid_0134339
pid_27055;pid_3114	pid_26752;pid_3119	pid_14047	None	pid_27054
None	pid_77646	pid_47267;pid_94889	pid_94974	pid_95074
pid_143253	pid_143261;pid_143269	pid_58724	None	pid_143252
pid_12277	pid_12127	pid_120657	None	pid_120653
pid_71260	pid_71372	pid_71381	None	pid_71371
pid_135496;pid_135503;pid_135506;pid_135509;pid_135512	pid_135517;pid_135525	None	None	pid_135495
pid_122195	pid_134916	pid_73440;pid_38604	None	pid_135364
pid_13062;pid_152131	pid_152220	None	None	pid_152219
pid_105736;pid_60149	pid_126985	None	None	pid_126984
pid_21797;pid_9348;pid_9649	pid_36074	pid_13871;pid_36086;pid_28479	pid_36098	pid_36073
pid_21284	pid_152215	None	pid_39545	pid_152214
None	pid_55726	pid_55621	None	pid_55725
None	pid_141533	pid_141422	None	pid_141633
pid_106331;pid_106333	pid_106349	None	None	pid_106330
None	pid_18729	pid_149213	None	pid_0149633
pid_165155	pid_165157	pid_165134	None	pid_165154
pid_14062	pid_21139	pid_42296	None	pid_42327
pid_14062	pid_21139	pid_42276	None	pid_42323
None	pid_8133	pid_99159	None	pid_99157
pid_302;pid_315	pid_318	None	None	pid_301
None	pid_169331	pid_100547	None	pid_169330
None	pid_15760	pid_97840	None	pid_097953
pid_66913	pid_66881	pid_28479	None	pid_67052
pid_14105	pid_13890	pid_115982	None	pid_116172
None	pid_82881	pid_48233	None	pid_82880
pid_165309	pid_165332	None	None	pid_165331
pid_116179;pid_14275	pid_116192	None	None	pid_116178
pid_84285;pid_84441	pid_84284	pid_84277	None	pid_84456
pid_165219	pid_165337;pid_165338	pid_165262;pid_165260	None	pid_165336
pid_66913;pid_67059	pid_67060	None	None	pid_67058
pid_173043;pid_31189	pid_173046	None	None	pid_173042
pid_128382;pid_9743	pid_128203	None	None	pid_128381
pid_9316	pid_9317	pid_11799	None	pid_114994
pid_12228	pid_13088	pid_134333	None	pid_134367
pid_39524	pid_39837	pid_39385	None	pid_39836
pid_12013;pid_34518	pid_34519	pid_34528	None	pid_34517
pid_155187	pid_42087	pid_155193	pid_155201	pid_155186
pid_14216	pid_14145	pid_114484	None	pid_114998
None	pid_14928	pid_14508	None	pid_014930
pid_16382;pid_84040;pid_84143	pid_84142	None	None	pid_84350
pid_148508;pid_22291	pid_95213	None	None	pid_148697
pid_84174	pid_84360;pid_84370	pid_84377	None	pid_84359
None	pid_73644	pid_148623	pid_100448	pid_148692
pid_2258;pid_28648	pid_28649	None	None	pid_28647
None	pid_7957	pid_87900;pid_73697	None	pid_87991
None	pid_82217	None	pid_48142	pid_82216
pid_28333;pid_28397	pid_28398	pid_28349	None	pid_28396
None	pid_82211	None	pid_48142	pid_82210
None	pid_16043	pid_7523;pid_73697	None	pid_87995
pid_22642;pid_62959;pid_63241;pid_8049	pid_63244;pid_63253	pid_4936;pid_12191	None	pid_63240
pid_57924;pid_57991	pid_58053	None	pid_57825	pid_58052
pid_42818;pid_9054	pid_42789	None	None	pid_42852
pid_30684	pid_24893	pid_30690	None	pid_30683
pid_3114;pid_9157	pid_3119;pid_31819	pid_160866	None	pid_160860
None	pid_16282	pid_6628;pid_94850	pid_94838	pid_94847
pid_170382	pid_96235	pid_26240;pid_170196	None	pid_170381
pid_5503	pid_102508	pid_102465	None	pid_102507
None	pid_83513	pid_34890	None	pid_147403
pid_82170	pid_102372	pid_34890	None	pid_147407
pid_129838;pid_45628;pid_4877	pid_129841	pid_8633	None	pid_129837
None	pid_28937	pid_28940	None	pid_028939
None	pid_42786	pid_42798	None	pid_042797
None	pid_7951	pid_917;pid_72906	None	pid_73843
None	pid_30750	pid_151093;pid_158380	None	pid_158378
None	pid_49627	pid_58383	None	pid_058438
pid_62263	pid_61999	pid_61692	None	pid_62262
None	pid_162315	pid_18162	None	pid_162314
pid_56125;pid_9117	pid_56169	None	None	pid_56404
pid_172254	pid_65855	pid_14519	None	pid_172395
None	pid_16880	pid_158479	None	pid_0158478
None	pid_83299	pid_48161	None	pid_83298
pid_99348	pid_145324;pid_145326	pid_145557	None	pid_145552
pid_45178	pid_45588	None	None	pid_45587
pid_147825;pid_147857	pid_147905	None	None	pid_148031
None	pid_89158	None	pid_148038	pid_148036
None	pid_16642	pid_45300	None	pid_45583
None	pid_98335	pid_98393	None	pid_98789
None	pid_85042	None	pid_98324	pid_98783
pid_4817	pid_3125;pid_4824	pid_4832	None	pid_4816
pid_25011;pid_3114	pid_24893;pid_3119	pid_62054	None	pid_62048
pid_50971;pid_58159;pid_65760	pid_65727	None	pid_65802	pid_66014
pid_115735	pid_32925	pid_115724	pid_115740;pid_115747	pid_115734
None	pid_85309	pid_85224	None	pid_085311
pid_172030	pid_172031	pid_8546;pid_14471	None	pid_172029
None	pid_162293	pid_35739;pid_74560;pid_168364	None	pid_168883
None	pid_18754	pid_35739;pid_168304	None	pid_168887
pid_3114;pid_85928;pid_86061	pid_13871;pid_3119;pid_86025;pid_86067	None	pid_86079	pid_86060
None	pid_93151	pid_93012	None	pid_093152
None	pid_58279	pid_917;pid_72906	None	pid_73431
None	pid_16880	pid_71464	None	pid_072093
pid_22260;pid_22642;pid_7777	pid_79580	None	None	pid_79579
pid_31037;pid_31064;pid_31157	pid_31036;pid_31163	None	None	pid_31156
None	pid_73263	pid_917;pid_72906	None	pid_73262
pid_28030	pid_27872	pid_27790	None	pid_28029
pid_24266;pid_24563	pid_24264	pid_24390	None	pid_24562
pid_20785;pid_21045	pid_21048	None	None	pid_21044
pid_92527	pid_92342	pid_92208	None	pid_92526
None	pid_24281	pid_52347	None	pid_146119
pid_47975	pid_47989;pid_47993	pid_48000	None	pid_47988
pid_86244	pid_86245	pid_13871	None	pid_86243
pid_3114;pid_33885	pid_3119;pid_33569;pid_33703	pid_33510	None	pid_33884
pid_149117	pid_149302	pid_149163	None	pid_149636
pid_123934;pid_59660	pid_123939	None	None	pid_123933
None	pid_42646	pid_42649	None	pid_042648
pid_149324;pid_149325	pid_149332	None	None	pid_149323
pid_114285	pid_114296	pid_36447;pid_12411	None	pid_114284
None	pid_8119	pid_61799	None	pid_61797
pid_21562;pid_48888	pid_154667	None	pid_26307	pid_154666
None	pid_2743	pid_33049	None	pid_033048
pid_27974;pid_3114	pid_28446;pid_3119	pid_119351	None	pid_119345
pid_40043	pid_40035	pid_40176;pid_18308	None	pid_40171
None	pid_22811	pid_22814	None	pid_022813
pid_41469	pid_160825	pid_11895	None	pid_160992
pid_9198	pid_7560;pid_9205;pid_9207	pid_9214	None	pid_9197
pid_142056	pid_142058	pid_141984;pid_84221	None	pid_170895
pid_61538;pid_61539	pid_61454	None	None	pid_61537
pid_18249;pid_18614;pid_18641	pid_18643	None	None	pid_74614
pid_53532;pid_70769	pid_70770	pid_70778	None	pid_70768
pid_165598;pid_73447	pid_84600	None	None	pid_165774
pid_122049	pid_122515	pid_110583	None	pid_122514
pid_127038;pid_60149	pid_127040	None	None	pid_127037
None	pid_16880	pid_107161	None	pid_0167681
pid_65842	pid_65927	None	pid_65935	pid_65926
pid_106903;pid_30706	pid_107920	None	None	pid_167769
None	pid_53620	None	pid_122982	pid_0122981
None	pid_90902	pid_92183	None	pid_092241
pid_60115;pid_99364	pid_99367	None	None	pid_99363
pid_107513;pid_164761	pid_167674	None	None	pid_167764
None	pid_24550	pid_24258	None	pid_024552
pid_49410;pid_49560	pid_49561	None	None	pid_49559
pid_119732	pid_119733	pid_24893	None	pid_119731
pid_70966	pid_119738	pid_9571	None	pid_119737
pid_18180;pid_49439;pid_49534	pid_49435	None	None	pid_49551
None	pid_52733	pid_52373	None	pid_052735
None	pid_15760	None	pid_160412	pid_0160411
None	pid_47696	pid_47699	None	pid_047698
pid_90858	pid_90969	pid_16000	None	pid_90968
pid_3114;pid_31677	pid_3119;pid_31671	pid_31834;pid_32031	None	pid_32214
pid_143254;pid_143403	pid_143253	None	None	pid_143402
pid_12062	pid_9317	pid_44731;pid_14165;pid_44734	pid_9317	pid_44727
None	pid_48337	pid_94889	pid_94786	pid_94887
pid_48368;pid_64566;pid_8723	pid_141670	None	None	pid_141669
None	pid_130877	pid_130881;pid_87980	None	pid_130876
None	pid_141665	pid_64566	None	pid_141664
pid_12116;pid_20229	pid_34957	None	None	pid_35261
pid_27974	pid_30778	pid_85219	None	pid_85291
pid_159719	pid_159753	pid_3110	None	pid_160084
pid_88626;pid_99095	pid_98348;pid_98393	None	None	pid_99094
pid_4928	pid_4936	pid_85224	None	pid_85299
pid_94063	pid_94055	pid_93988	None	pid_94062
pid_25011;pid_3114	pid_24893;pid_3119	pid_70085	None	pid_70188
pid_56246;pid_56249	pid_56204	None	None	pid_56245
pid_25011;pid_3114	pid_26656;pid_3119	pid_156748	None	pid_156742
None	pid_104731	pid_147801	None	pid_147799
pid_18299	pid_18300	pid_18304	pid_18314	pid_18298
None	pid_21630	pid_89059	None	pid_89123
None	pid_8119	pid_163684	None	pid_163682
None	pid_83323	pid_89059	None	pid_89128
pid_58015;pid_60205	pid_107819	None	None	pid_107818
pid_106414	pid_11799	pid_52469	None	pid_106435
pid_26752;pid_3119	pid_26411;pid_3114	pid_158493	None	pid_158963
pid_5529	pid_78671	pid_78817;pid_28940	None	pid_78898
pid_78891	pid_45600	pid_5098	None	pid_78890
None	pid_15760	None	pid_110886	pid_0110995
None	pid_102335	pid_102338	None	pid_102334
pid_107213;pid_40410	pid_107215	None	None	pid_107212
None	pid_28943	pid_70846	None	pid_070845
pid_165105	pid_165192;pid_165386	pid_165332	None	pid_165385
pid_70984	pid_53736	pid_8633	None	pid_70983
None	pid_104571	pid_26924	None	pid_0104573
pid_161376	pid_161683	None	None	pid_161682
None	pid_33090	pid_115910	None	pid_115908
pid_16056;pid_16060	pid_16061;pid_16070	None	None	pid_16055
pid_12604	pid_115899	pid_115724	None	pid_115902
pid_135773;pid_135774;pid_30684	pid_135777;pid_135783	None	None	pid_135772
None	pid_84227	None	pid_84229	pid_084228
None	pid_7797	pid_7393	None	pid_7796
None	pid_7791	pid_7375	None	pid_7790
pid_12098;pid_168364	pid_168506	None	None	pid_168505
pid_22438	pid_65325;pid_65326	pid_65248	None	pid_65324
pid_100547;pid_169101	pid_169104	None	None	pid_169100
pid_86637;pid_91048	pid_91061	None	None	pid_91047
pid_5716	pid_9562	pid_158713;pid_113918	None	pid_159189
None	pid_83122	pid_94861	None	pid_95339
pid_90790;pid_90793	pid_90798	None	None	pid_90789
pid_3114;pid_3121	pid_3110;pid_3119	pid_3408	None	pid_3402
pid_159183	pid_158738	pid_158665	None	pid_159182
pid_120593;pid_120681	pid_120589	None	None	pid_120824
None	pid_95000	pid_15974;pid_94889;pid_2743	None	pid_95332
pid_14105	pid_13890	pid_88351	None	pid_88528
pid_86642	pid_90934	pid_90842;pid_90940	None	pid_90933
pid_123733;pid_123746;pid_123763;pid_53593	pid_124114	None	None	pid_124113
pid_106293	pid_106301	pid_36268	None	pid_106292
pid_115049;pid_34172	pid_115052	None	None	pid_115048
pid_26354	pid_26354	pid_26739;pid_26240	None	pid_26735
None	pid_30750	pid_30944	None	pid_152152
None	pid_28943	pid_78846	None	pid_081047
pid_152131;pid_71545	pid_152155	None	None	pid_152154
None	pid_147896	pid_147858	None	pid_147895
pid_172254	pid_172255	pid_172021	None	pid_172253
None	pid_73681	pid_147835	None	pid_147890
pid_29243	pid_29042;pid_29209	pid_29220	None	pid_29258
None	pid_7762	pid_48161	None	pid_83354
None	pid_164587	pid_164792	None	pid_0164791
None	pid_84579	pid_84583	pid_84657	pid_84654
None	pid_73981	pid_917;pid_72906	None	pid_73980
None	pid_73989	pid_73085;pid_917;pid_72906	None	pid_73988
pid_31009	pid_113885	pid_113891	None	pid_113884
pid_145949	pid_145324;pid_145326	pid_145653	None	pid_145948
pid_4936	pid_39575	None	None	pid_113881
pid_28256;pid_3114	pid_28103;pid_3119	pid_27897	None	pid_28255
pid_14275	pid_70181	pid_71242	None	pid_71634
pid_26992;pid_71252;pid_71640	pid_71646	None	None	pid_71639
pid_26307	pid_26270;pid_26635;pid_26884	pid_14047	None	pid_26883
pid_159;pid_164;pid_185	pid_519	None	None	pid_518
pid_302;pid_453	pid_442	None	None	pid_510
None	pid_45381	pid_45230	None	pid_45445
pid_14437;pid_3114	pid_14471;pid_3119	pid_14767	None	pid_14761
None	pid_148049	pid_147835	pid_147959	pid_148048
None	pid_16111	pid_917;pid_72906	None	pid_73187
None	pid_122072	pid_82170	pid_122076	pid_122071
None	pid_29325	pid_917;pid_72906	None	pid_73673
pid_85191	pid_64120	pid_85333	None	pid_116616
pid_28446	pid_27974;pid_3125	pid_119143	None	pid_119138
pid_24487	pid_24490	pid_24496	None	pid_24486
None	pid_128228	pid_128231	None	pid_0128230
None	pid_14019	pid_35947	None	pid_0128236
None	pid_14019	None	pid_29023	pid_0128235
pid_172989;pid_30823;pid_53532	pid_172988;pid_173258	None	None	pid_173257
pid_80956	pid_80959	pid_80754	None	pid_80955
pid_9316	pid_9317	pid_11799	None	pid_173253
pid_34660	pid_34668	pid_34487	None	pid_34659
pid_34109;pid_34250	pid_34303	None	None	pid_34302
None	pid_132219	pid_132222	None	pid_0132221
None	pid_19890	pid_19893	None	pid_019892
pid_79964	pid_79966	pid_26656;pid_3133	None	pid_79963
pid_16000	pid_92153	pid_91978	None	pid_92301
pid_160075;pid_3110	pid_159725	None	None	pid_160074
pid_122049	pid_122197	None	None	pid_122218
pid_25011;pid_3114	pid_27808;pid_3119	pid_28129	None	pid_104595
pid_4928	pid_4936	pid_58138	None	pid_58264
pid_14275	pid_28129	pid_26924	None	pid_104590
None	pid_57801	pid_172323	None	pid_0172356
None	pid_110251	pid_142421	None	pid_0142560
pid_59577;pid_59699	pid_59698	None	None	pid_59799
None	pid_149138	pid_149143	None	pid_149137
None	pid_30797	pid_30800	None	pid_030799
pid_131311	pid_131312	pid_131292;pid_131128	None	pid_131310
None	pid_28943	pid_39666	None	pid_0174256
pid_140265	pid_140287	pid_16234	None	pid_140817
pid_60115;pid_99650	pid_99654	None	None	pid_99649
pid_5715	pid_9559	pid_109490	None	pid_109529
pid_104731	pid_104725	pid_104739;pid_26924;pid_104743;pid_104735	None	pid_104730
None	pid_141497	pid_64566	None	pid_141496
None	pid_38526	pid_74504	pid_74570	pid_162108
pid_52389	pid_97709;pid_97713	pid_77562	None	pid_98145
None	pid_59804	pid_59576	None	pid_059806
pid_53625;pid_53628	pid_53629	None	None	pid_53624
pid_77229	pid_77267;pid_77357	None	None	pid_77356
pid_14519;pid_14812;pid_3114	pid_14471;pid_14501;pid_3119	pid_14821;pid_14801	None	pid_14811
pid_114613	pid_114615	pid_12013;pid_27010	None	pid_114612
pid_26234;pid_26270;pid_41346	pid_41349	pid_41361;pid_41359	None	pid_41345
None	pid_5603	pid_8723	None	pid_0155374
pid_40432	pid_40448	pid_40302	None	pid_40431
pid_60325	pid_60332	pid_729;pid_60343;pid_60349	None	pid_60324
None	pid_86642	pid_166717	pid_166751	pid_166950
None	pid_95238	pid_166832	None	pid_166955
pid_122821;pid_123038	pid_123041	pid_49428	None	pid_123037
pid_33904	pid_33945	pid_33949	pid_33951	pid_33944
None	pid_28943	pid_33457	None	pid_033756
None	pid_9822	pid_129914	None	pid_0129980
pid_142242	pid_142671	pid_142676	None	pid_142670
pid_107806;pid_9649	pid_167578	None	None	pid_167577
pid_92942;pid_93008;pid_93010	pid_93012	None	None	pid_93007
pid_122907	pid_122912	None	None	pid_122906
pid_164600;pid_164793;pid_164882	pid_164792	None	None	pid_164881
pid_44785	pid_44750	pid_90148	None	pid_90201
pid_164600;pid_164811	pid_164810	None	None	pid_164888
None	pid_130997	pid_130816;pid_87980	None	pid_130996
pid_44803	pid_44711	pid_71582	None	pid_118615
pid_21554	pid_78959	pid_22050	None	pid_78958
pid_26325	pid_60593	pid_60310;pid_60600	None	pid_60592
pid_16000	pid_135135	pid_38611	pid_135174	pid_135169
pid_78761	pid_21977;pid_5721;pid_78762;pid_9054;pid_9101	None	None	pid_78951
pid_83563	pid_83650	pid_39547	None	pid_172533
None	pid_122412	pid_74944	pid_172430	pid_172825
pid_167578;pid_34138	pid_167690	None	None	pid_167689
pid_83481	pid_83482	pid_12013;pid_12292	None	pid_172538
pid_9163	pid_3125;pid_9157	pid_31956;pid_8546	None	pid_31951
pid_106903;pid_58096	pid_107524	None	None	pid_167683
pid_142417	pid_142421	pid_141984	None	pid_142416
pid_9316	pid_9317	pid_11799	None	pid_132172
None	pid_52733	pid_109660	None	pid_0109857
pid_9522	pid_9525	pid_9172;pid_9534	None	pid_9521
pid_52602	pid_154491	pid_26307	None	pid_154490
pid_50824	pid_50801	pid_50828	None	pid_50823
pid_47700	pid_50426	pid_3110;pid_3464	None	pid_159975
pid_33607	pid_132140	pid_33638	None	pid_132179
None	pid_13035	pid_12950	None	pid_013037
pid_72906	pid_134950	pid_917;pid_18865	pid_134962	pid_135341
None	pid_10409	pid_39603	None	pid_039602
None	pid_15760	pid_18694	None	pid_018916
pid_115027	pid_81102	pid_152131	None	pid_152230
pid_50583;pid_5692	pid_50992;pid_9379	pid_125688	pid_58249	pid_125883
pid_7616	pid_20034	pid_55621	None	pid_55742
pid_9316	pid_9317	pid_11799	None	pid_152238
pid_18498;pid_74660;pid_74663	pid_74666	None	None	pid_74659
pid_103379;pid_83366;pid_86642	pid_103382	pid_90940	None	pid_103378
pid_9522	pid_9525	pid_119675	None	pid_119697
None	pid_55616	pid_38526;pid_61398;pid_61368	pid_38641	pid_61432
pid_18249;pid_18668	pid_18671	None	None	pid_74652
pid_165137	pid_165121	None	None	pid_165136
pid_9743	pid_9586	pid_31819	None	pid_160748
pid_14275	pid_9586	pid_160690	None	pid_160741
pid_91159	pid_91162	pid_86637;pid_90902	None	pid_91158
pid_48262;pid_98393	pid_99131	None	None	pid_99130
None	pid_169162	pid_100547;pid_13913	None	pid_169356
None	pid_97975	pid_97882	None	pid_097977
pid_27974	pid_30778	pid_64116	None	pid_64203
pid_52571	pid_52354	pid_21139	None	pid_175086
pid_146460;pid_147979	pid_164088	None	None	pid_164087
None	pid_83050	pid_48161	None	pid_83049
None	pid_7555	pid_114040	None	pid_164083
None	pid_29304	pid_121358;pid_121361	None	pid_121509
pid_34889	pid_81102	pid_74918	None	pid_173063
None	pid_84579	pid_165693;pid_165691	None	pid_165689
None	pid_55817	pid_55810;pid_121504	pid_55863	pid_121501
pid_33608	pid_66930	pid_26656	None	pid_80093
pid_164;pid_185;pid_202	pid_205	None	None	pid_184
None	pid_134348	pid_90014	None	pid_134347
pid_144951;pid_45194	pid_144955	None	None	pid_144950
pid_47772	pid_134433	pid_134439;pid_134333	None	pid_134432
pid_16000	pid_135122	pid_84096	None	pid_170677
pid_102296	pid_102299	pid_102307	None	pid_102295
pid_89886	pid_134341	pid_134333	None	pid_134340
pid_9198	pid_7560;pid_9205;pid_9207	pid_39748;pid_12282;pid_12191	None	pid_39814
None	pid_21533	pid_22091	None	pid_22089
pid_12282;pid_20811	pid_20814	pid_20829	None	pid_20810
pid_21728	pid_21731	pid_22086	None	pid_22082
pid_37819	pid_37821	pid_37826	None	pid_46025
None	pid_83081	pid_48200	None	pid_083083
pid_108807;pid_109053	pid_108896	None	None	pid_109068
None	pid_33913	pid_33861	None	pid_033987
pid_4928	pid_4936	pid_31152	None	pid_109063
None	pid_33913	pid_33769	None	pid_033988
None	pid_148322	None	pid_148331	pid_0148330
pid_145314;pid_145706	pid_153620	None	None	pid_153619
pid_57991;pid_58080	pid_58083	None	pid_58091	pid_58079
pid_34161	pid_70181	pid_173324	None	pid_173391
pid_26384	pid_26500;pid_26504;pid_8546	pid_26953	None	pid_26947
pid_106903;pid_107005	pid_107006	None	None	pid_107004
pid_34617;pid_34792	pid_34796	None	None	pid_34791
None	pid_38691	pid_6628;pid_15974;pid_94827	pid_94873	pid_94868
pid_18744;pid_35459;pid_71362;pid_9145	pid_71741	pid_71252	None	pid_72111
pid_106941;pid_60110	pid_107553	None	None	pid_107552
pid_36488	pid_45368	pid_5323	None	pid_45618
pid_147423;pid_147426	pid_147431	pid_34623	None	pid_147422
pid_22257;pid_22522;pid_22885	pid_22886;pid_22889	None	None	pid_22884
pid_107392;pid_164600;pid_164621	pid_164623;pid_99669	None	None	pid_164620
pid_45258;pid_45501	pid_45221	None	None	pid_45613
pid_63010;pid_63033	pid_63034;pid_63038	None	None	pid_63009
pid_115724;pid_9117	pid_116120	None	None	pid_116119
pid_113476	pid_113478	pid_102406	None	pid_113475
None	pid_16555	pid_15955	None	pid_16554
pid_664	pid_261	pid_729	None	pid_725
pid_104892;pid_12062	pid_26924	pid_28001	None	pid_104926
pid_40278	pid_158398	pid_158402	pid_9054	pid_158397
pid_42701;pid_42705	pid_42671	pid_11379	None	pid_42700
pid_18185	pid_18668	pid_18853	None	pid_18849
pid_27888;pid_3114	pid_3119;pid_49458	pid_62131	None	pid_62203
None	pid_28821	None	pid_142180	pid_0142179
pid_42705;pid_56246	pid_56120	None	None	pid_56466
None	pid_103203	pid_142072	None	pid_0142171
pid_111834	pid_111835	pid_111842;pid_110039	None	pid_111833
pid_146460;pid_147857	pid_147835	None	None	pid_148019
None	pid_48337	pid_147835	None	pid_148014
pid_145292;pid_99549	pid_145487	None	None	pid_145576
None	pid_15760	pid_135238	None	pid_0135237
pid_9053	pid_28554	pid_28633	None	pid_28629
None	pid_33804	pid_33467	None	pid_0102192
pid_21284	pid_21285	pid_9525	None	pid_21283
pid_39366;pid_39369	pid_39372;pid_39374	pid_9429	None	pid_39365
pid_30985;pid_31174	pid_31229	None	None	pid_31173
None	pid_33049	pid_48200;pid_18180	None	pid_83013
pid_7777;pid_79595	pid_79599	pid_79520;pid_79580	None	pid_79594
None	pid_58205	pid_917;pid_72906	None	pid_73245
None	pid_10424	pid_50820	None	pid_050819
pid_20847;pid_21065	pid_21068	None	None	pid_21064
None	pid_24365	pid_24281	None	pid_24546
pid_48307;pid_82500	pid_82435	None	None	pid_82499
None	pid_8119	pid_48308	pid_7754	pid_82493
pid_20178	pid_20504	pid_20081	None	pid_20621
pid_12098	pid_26834	pid_26325	None	pid_47966
None	pid_73220	pid_52424	None	pid_146175
None	pid_88032	pid_52347	None	pid_146170
pid_149117	pid_149302	pid_149306	None	pid_149301
None	pid_5603	pid_22987	None	pid_0120800
None	pid_16880	pid_105746	None	pid_0134124
None	pid_16880	pid_134038	None	pid_0134123
pid_114266	pid_47773	pid_34172	None	pid_114265
pid_27931;pid_27937	pid_27946	None	None	pid_27930
pid_114233;pid_34172	pid_114236	None	None	pid_114232
None	pid_122689	None	pid_122076;pid_62956	pid_122688
None	pid_35272	pid_21285	None	pid_0112021
None	pid_20498	None	pid_143553	pid_0143552
None	pid_415	pid_653	None	pid_0652
pid_122682	pid_18625	None	pid_122076	pid_122681
pid_27974;pid_3114	pid_28446;pid_3119	pid_33783	pid_119025	pid_119366
None	pid_20498	pid_24893	None	pid_035268
pid_52602;pid_71457	pid_71403	None	None	pid_71904
None	pid_154705	pid_154642	None	pid_0154707
None	pid_40224	None	pid_40071	pid_040226
None	pid_154705	pid_154475	None	pid_0154708
pid_40972	pid_84056	pid_84096	None	pid_170873
pid_114312	pid_114404	pid_26656	None	pid_114403
None	pid_38533	pid_61368	None	pid_61516
None	pid_49716	pid_49410	None	pid_049717
pid_66913	pid_67075	None	None	pid_67074
pid_58015;pid_60149	pid_127014	None	None	pid_127013
None	pid_122538	pid_25217;pid_122049	None	pid_122537
None	pid_86181	pid_86047;pid_49627	None	pid_86180
pid_30944	pid_30749	pid_30697	None	pid_30943
pid_91996	pid_92461	None	None	pid_92545
pid_3114;pid_34981	pid_3119;pid_34984	pid_35242	None	pid_35468
pid_160532	pid_160497	pid_160540	None	pid_160531
None	pid_40183	pid_14491	None	pid_0134058
pid_24768	pid_167748	pid_167578	None	pid_167747
pid_93949	pid_93954;pid_93958	None	None	pid_93948
None	pid_5540	pid_5133	None	pid_05542
pid_93869	pid_93958;pid_94015	None	None	pid_94264
pid_142086	pid_142088	pid_141984;pid_141969	None	pid_142085
None	pid_131103	pid_87980	None	pid_131102
pid_12819	pid_49540	pid_49397	None	pid_49575
pid_119755	pid_119687	pid_21866	None	pid_119754
None	pid_8003	pid_7375	None	pid_8002
pid_26656	pid_25011;pid_3125	pid_119143	None	pid_156467
pid_4928	pid_4936	pid_9317	None	pid_44702
pid_7422;pid_7911	pid_7910	None	None	pid_8007
pid_86637	pid_90946	pid_8623	None	pid_90945
None	pid_9566	pid_44711	None	pid_44709
pid_77267	pid_3479;pid_77335	pid_77341	None	pid_77334
None	pid_15760	pid_16212	None	pid_016211
pid_141422;pid_48337	pid_141682	None	None	pid_141681
None	pid_130851	pid_130816;pid_87980	None	pid_130850
None	pid_90902	pid_92006	None	pid_092005
None	pid_130859	pid_130864;pid_87980	None	pid_130858
pid_94087	pid_94090	pid_60784;pid_94025;pid_11379	None	pid_94086
None	pid_16880	pid_145261	None	pid_0145260
None	pid_5536	None	pid_100448	pid_0148536
pid_20792;pid_56189	pid_56266	None	None	pid_56265
None	pid_5536	pid_82792	None	pid_0148535
pid_26656	pid_25011;pid_3125	pid_156734	None	pid_156729
pid_47700	pid_50426	pid_30781	None	pid_161756
pid_62956	pid_89142	pid_910;pid_5323	None	pid_89141
None	pid_79467	None	pid_79367	pid_079517
pid_143072;pid_143318	pid_143317	None	None	pid_143686
pid_9348	pid_47799	None	pid_70044	pid_109654
